phrase,category,cluster
same time,Patio_Lawn_and_Garden,1
first time,Patio_Lawn_and_Garden,1
couple times,Patio_Lawn_and_Garden,1
picture shows,Patio_Lawn_and_Garden,1
little bit,Patio_Lawn_and_Garden,1
whole thing,Patio_Lawn_and_Garden,1
cross stitch,Arts_Crafts_and_Sewing,1
wooden frame,Arts_Crafts_and_Sewing,1
picture frame,Arts_Crafts_and_Sewing,1
little light,Arts_Crafts_and_Sewing,1
black light,Arts_Crafts_and_Sewing,1
spacer beads,Arts_Crafts_and_Sewing,1
leather vest,Arts_Crafts_and_Sewing,1
circular needle,Arts_Crafts_and_Sewing,1
time frame,Arts_Crafts_and_Sewing,1
smooth surface,Arts_Crafts_and_Sewing,1
hard surface,Arts_Crafts_and_Sewing,1
flat surface,Arts_Crafts_and_Sewing,1
light hits,Arts_Crafts_and_Sewing,1
light pink,Arts_Crafts_and_Sewing,1
light blue,Arts_Crafts_and_Sewing,1
light color,Arts_Crafts_and_Sewing,1
light purple,Arts_Crafts_and_Sewing,1
thin fabric,Arts_Crafts_and_Sewing,1
different shades,Arts_Crafts_and_Sewing,1
assembly instructions,Arts_Crafts_and_Sewing,1
light weight,Arts_Crafts_and_Sewing,1
uv light,Arts_Crafts_and_Sewing,1
wall hanging,Arts_Crafts_and_Sewing,1
dark grey,Arts_Crafts_and_Sewing,1
car window,Arts_Crafts_and_Sewing,1
direct replacement,Automotive,1
direct fit replacement,Automotive,2
direct oem replacement,Automotive,1
replacement parts,Automotive,1
only option,Automotive,1
phone number,Automotive,1
extra cost,Automotive,1
shipping cost,Automotive,1
reasonable cost,Automotive,1
dealer cost,Automotive,1
full charge,Automotive,1
phone case,Automotive,1
delivery date,Automotive,1
value for money,Automotive,1
new battery,Automotive,1
car battery,Automotive,1
plenty of room,Automotive,1
parking lot,Automotive,1
minute job,Automotive,1
speed of delivery,Automotive,1
delivery time,Automotive,1
super duty,Automotive,1
quick delivery,Automotive,1
prompt delivery,Automotive,1
only drawback,Automotive,1
much flavor,Grocery_and_Gourmet_Food,1
little flavor,Grocery_and_Gourmet_Food,1
weak flavor,Grocery_and_Gourmet_Food,1
unique flavor,Grocery_and_Gourmet_Food,1
decent flavor,Grocery_and_Gourmet_Food,1
enough flavor,Grocery_and_Gourmet_Food,1
lack of flavor,Grocery_and_Gourmet_Food,1
peanut butter flavor,Grocery_and_Gourmet_Food,1
bitter flavor,Grocery_and_Gourmet_Food,1
fantastic flavor,Grocery_and_Gourmet_Food,1
particular flavor,Grocery_and_Gourmet_Food,1
only flavor,Grocery_and_Gourmet_Food,1
extra flavor,Grocery_and_Gourmet_Food,1
orange flavor,Grocery_and_Gourmet_Food,1
strong flavor,Grocery_and_Gourmet_Food,1
yum yum,Grocery_and_Gourmet_Food,1
cake pops,Grocery_and_Gourmet_Food,1
much salt,Grocery_and_Gourmet_Food,1
whole wheat pasta,Grocery_and_Gourmet_Food,1
spicy food,Grocery_and_Gourmet_Food,1
bbq sauce,Grocery_and_Gourmet_Food,1
steak sauce,Grocery_and_Gourmet_Food,1
tomato sauce,Grocery_and_Gourmet_Food,1
round cake,Grocery_and_Gourmet_Food,1
birthday cake,Grocery_and_Gourmet_Food,1
works fine,Office_Products,3
works well,Office_Products,1
works as described,Office_Products,1
product works,Office_Products,1
work fine,Office_Products,3
fine product,Office_Products,3
worked fine,Office_Products,3
work of art,Office_Products,1
art work,Office_Products,1
piece of art,Office_Products,1
art projects,Office_Products,1
writing instrument,Office_Products,1
tv works,Office_Products,1
fine point,Office_Products,3
art supplies,Office_Products,1
different designs,Office_Products,1
same place,Office_Products,1
extra fine,Office_Products,3
various colors,Office_Products,1
same model,Office_Products,1
fine lines,Office_Products,3
instruction manual,Office_Products,1
party favor,Office_Products,1
fine print,Office_Products,3
fine tip,Office_Products,3
fire pit,Patio_Lawn_and_Garden,1
fire bowl,Patio_Lawn_and_Garden,1
fire table,Patio_Lawn_and_Garden,1
man cave,Patio_Lawn_and_Garden,1
year old son,Patio_Lawn_and_Garden,1
young children,Patio_Lawn_and_Garden,1
fire ring,Patio_Lawn_and_Garden,1
fire ants,Patio_Lawn_and_Garden,1
dead seeds,Patio_Lawn_and_Garden,1
son for christmas,Patio_Lawn_and_Garden,1
grand daughter,Patio_Lawn_and_Garden,1
daughter in law,Patio_Lawn_and_Garden,1
back yard,Patio_Lawn_and_Garden,1
large yard,Patio_Lawn_and_Garden,1
whole yard,Patio_Lawn_and_Garden,1
year after year,Patio_Lawn_and_Garden,1
fire glass,Patio_Lawn_and_Garden,1
fence posts,Patio_Lawn_and_Garden,1
weed killer,Patio_Lawn_and_Garden,1
acre pond,Patio_Lawn_and_Garden,1
blue birds,Patio_Lawn_and_Garden,1
foot rest,Patio_Lawn_and_Garden,1
big hit,Patio_Lawn_and_Garden,1
yard flag,Patio_Lawn_and_Garden,1
wild birds,Patio_Lawn_and_Garden,1
same color,Arts_Crafts_and_Sewing,1
particular color,Arts_Crafts_and_Sewing,1
different color,Arts_Crafts_and_Sewing,1
little color,Arts_Crafts_and_Sewing,1
true color,Arts_Crafts_and_Sewing,1
actual color,Arts_Crafts_and_Sewing,1
exact color,Arts_Crafts_and_Sewing,1
color choices,Arts_Crafts_and_Sewing,1
color selection,Arts_Crafts_and_Sewing,1
fantastic color,Arts_Crafts_and_Sewing,1
brilliant color,Arts_Crafts_and_Sewing,1
vibrant color,Arts_Crafts_and_Sewing,1
darker color,Arts_Crafts_and_Sewing,1
same yarn,Arts_Crafts_and_Sewing,1
yellow color,Arts_Crafts_and_Sewing,1
same dye lot,Arts_Crafts_and_Sewing,1
matte finish,Arts_Crafts_and_Sewing,1
pop of color,Arts_Crafts_and_Sewing,1
type of yarn,Arts_Crafts_and_Sewing,1
color matches,Arts_Crafts_and_Sewing,1
color wheel,Arts_Crafts_and_Sewing,1
color combo,Arts_Crafts_and_Sewing,1
color change,Arts_Crafts_and_Sewing,1
water color,Arts_Crafts_and_Sewing,1
much ink,Arts_Crafts_and_Sewing,1
exact match,Automotive,1
close match,Automotive,1
exact color match,Automotive,1
accurate description,Automotive,1
timing belt,Automotive,1
timely matter,Automotive,1
timely manner,Automotive,1
timely fashion,Automotive,1
correct model,Automotive,1
correct parts,Automotive,1
correct item,Automotive,1
correct part number,Automotive,1
exact replacements,Automotive,1
exact fit,Automotive,2
correct size,Automotive,1
gauge wire,Automotive,1
exact replica,Automotive,1
correct ones,Automotive,1
timely delivery,Automotive,1
exact same thing,Automotive,1
correct filter,Automotive,1
exact same part,Automotive,1
exact part,Automotive,1
exact replacement part,Automotive,1
detailed instructions,Automotive,1
trader joe,Grocery_and_Gourmet_Food,1
old stock,Grocery_and_Gourmet_Food,1
fair trade,Grocery_and_Gourmet_Food,1
swiss miss,Grocery_and_Gourmet_Food,1
maxwell house,Grocery_and_Gourmet_Food,1
gloria jean,Grocery_and_Gourmet_Food,1
gary peterson,Grocery_and_Gourmet_Food,1
local market,Grocery_and_Gourmet_Food,1
local asian market,Grocery_and_Gourmet_Food,1
local super market,Grocery_and_Gourmet_Food,1
local walmart,Grocery_and_Gourmet_Food,1
local stores,Grocery_and_Gourmet_Food,1
chicken stock,Grocery_and_Gourmet_Food,1
bloody mary,Grocery_and_Gourmet_Food,1
new mexico,Grocery_and_Gourmet_Food,1
acquired taste,Grocery_and_Gourmet_Food,1
dollar tree,Grocery_and_Gourmet_Food,1
market today,Grocery_and_Gourmet_Food,1
discount in exchange,Grocery_and_Gourmet_Food,1
old bay,Grocery_and_Gourmet_Food,1
new ones,Grocery_and_Gourmet_Food,1
betty crocker,Grocery_and_Gourmet_Food,1
general mills,Grocery_and_Gourmet_Food,1
happy camper,Grocery_and_Gourmet_Food,1
christmas party,Grocery_and_Gourmet_Food,1
work fine,Office_Products,3
works fine,Office_Products,3
worked fine,Office_Products,3
please note,Office_Products,1
side note,Office_Products,1
fine point,Office_Products,3
party favor,Office_Products,1
same place,Office_Products,1
only suggestion,Office_Products,1
note taking,Office_Products,1
quick reference,Office_Products,1
extra fine,Office_Products,3
accurate description,Office_Products,1
first place,Office_Products,1
personal note,Office_Products,1
only place,Office_Products,1
partial refund,Office_Products,1
description states,Office_Products,1
particular model,Office_Products,1
fine print,Office_Products,3
price point,Office_Products,1
sticky note,Office_Products,1
honest review,Office_Products,1
purpose well,Office_Products,1
fine line,Office_Products,3
single seed,Patio_Lawn_and_Garden,1
old seed,Patio_Lawn_and_Garden,1
grass seed,Patio_Lawn_and_Garden,1
bird seed,Patio_Lawn_and_Garden,1
germination rate,Patio_Lawn_and_Garden,1
percent germination,Patio_Lawn_and_Garden,1
single plant,Patio_Lawn_and_Garden,1
single flower,Patio_Lawn_and_Garden,1
single sprout,Patio_Lawn_and_Garden,1
air plant,Patio_Lawn_and_Garden,1
poor germination,Patio_Lawn_and_Garden,1
fast germination,Patio_Lawn_and_Garden,1
seed pack,Patio_Lawn_and_Garden,1
seed germinate,Patio_Lawn_and_Garden,1
overall look,Patio_Lawn_and_Garden,1
total junk,Patio_Lawn_and_Garden,1
total waste,Patio_Lawn_and_Garden,1
degree weather,Patio_Lawn_and_Garden,1
seed tray,Patio_Lawn_and_Garden,1
seed pods,Patio_Lawn_and_Garden,1
total rip,Patio_Lawn_and_Garden,1
top half,Patio_Lawn_and_Garden,1
mowing season,Patio_Lawn_and_Garden,1
end of summer,Patio_Lawn_and_Garden,1
first rate,Patio_Lawn_and_Garden,1
craft store,Arts_Crafts_and_Sewing,1
crafts store,Arts_Crafts_and_Sewing,1
craft item,Arts_Crafts_and_Sewing,1
craft supplies,Arts_Crafts_and_Sewing,1
craft needs,Arts_Crafts_and_Sewing,1
craft room,Arts_Crafts_and_Sewing,1
homemade cards,Arts_Crafts_and_Sewing,1
craft fair,Arts_Crafts_and_Sewing,1
real bargain,Arts_Crafts_and_Sewing,1
affordable price,Arts_Crafts_and_Sewing,1
easy purchase,Arts_Crafts_and_Sewing,1
outdoor cushions,Arts_Crafts_and_Sewing,1
quilt shop,Arts_Crafts_and_Sewing,1
fabric store,Arts_Crafts_and_Sewing,1
craft project,Arts_Crafts_and_Sewing,1
outdoor use,Arts_Crafts_and_Sewing,1
jewelry store,Arts_Crafts_and_Sewing,1
etsy shop,Arts_Crafts_and_Sewing,1
picture online,Arts_Crafts_and_Sewing,1
free shipping,Arts_Crafts_and_Sewing,1
craft work,Arts_Crafts_and_Sewing,1
thrift store,Arts_Crafts_and_Sewing,1
dollar store,Arts_Crafts_and_Sewing,1
cheap fabric,Arts_Crafts_and_Sewing,1
second purchase,Arts_Crafts_and_Sewing,1
passenger side,Automotive,1
front seat covers,Automotive,1
brakes work,Automotive,1
passenger seat,Automotive,1
back seat,Automotive,1
front seats,Automotive,1
car seat,Automotive,1
steering wheel,Automotive,1
power steering,Automotive,1
new brakes,Automotive,1
factory harness,Automotive,1
wiring harness,Automotive,1
stock seat,Automotive,1
wiper arm,Automotive,1
wiper blade,Automotive,1
rearview mirror,Automotive,1
side by side,Automotive,1
only down side,Automotive,1
door locks,Automotive,1
necessary parts,Automotive,1
seat belt,Automotive,1
front rotors,Automotive,1
front struts,Automotive,1
left side,Automotive,1
bottom line,Automotive,1
corn syrup,Grocery_and_Gourmet_Food,1
chocolate syrup,Grocery_and_Gourmet_Food,1
maple syrup,Grocery_and_Gourmet_Food,1
candy corn,Grocery_and_Gourmet_Food,1
fresh candy,Grocery_and_Gourmet_Food,1
tomato juice,Grocery_and_Gourmet_Food,1
corn flakes,Grocery_and_Gourmet_Food,1
apple cider vinegar,Grocery_and_Gourmet_Food,1
apple juice,Grocery_and_Gourmet_Food,1
orange juice,Grocery_and_Gourmet_Food,1
grape juice,Grocery_and_Gourmet_Food,1
fruit juice,Grocery_and_Gourmet_Food,1
corn nuts,Grocery_and_Gourmet_Food,1
corn meal,Grocery_and_Gourmet_Food,1
orange flavor,Grocery_and_Gourmet_Food,1
coconut milk,Grocery_and_Gourmet_Food,1
honey mustard,Grocery_and_Gourmet_Food,1
flax seeds,Grocery_and_Gourmet_Food,1
caramel corn,Grocery_and_Gourmet_Food,1
corn starch,Grocery_and_Gourmet_Food,1
whole wheat pasta,Grocery_and_Gourmet_Food,1
cane sugar,Grocery_and_Gourmet_Food,1
soda stream,Grocery_and_Gourmet_Food,1
rye bread,Grocery_and_Gourmet_Food,1
green apple,Grocery_and_Gourmet_Food,1
key ring,Office_Products,1
key chain,Office_Products,1
house key,Office_Products,1
metal rings,Office_Products,1
personal touch,Office_Products,1
home business,Office_Products,1
gold foil,Office_Products,1
business cards,Office_Products,1
near future,Office_Products,1
small business,Office_Products,1
current year,Office_Products,1
current month,Office_Products,1
personal preference,Office_Products,1
business days,Office_Products,1
car key,Office_Products,1
personal use,Office_Products,1
business needs,Office_Products,1
ring binder,Office_Products,1
personal note,Office_Products,1
business card holder,Office_Products,1
heavy card stock,Office_Products,1
big box stores,Office_Products,1
own risk,Office_Products,1
new home,Office_Products,1
key fob,Office_Products,1
lawn mower,Patio_Lawn_and_Garden,1
lawn tractor,Patio_Lawn_and_Garden,1
new mower,Patio_Lawn_and_Garden,1
old mower,Patio_Lawn_and_Garden,1
push mower,Patio_Lawn_and_Garden,1
snapper mower,Patio_Lawn_and_Garden,1
potting soil,Patio_Lawn_and_Garden,1
garden soil,Patio_Lawn_and_Garden,0
pool cleaner,Patio_Lawn_and_Garden,1
sprinkler system,Patio_Lawn_and_Garden,1
small plant,Patio_Lawn_and_Garden,1
air plant,Patio_Lawn_and_Garden,1
potted plant,Patio_Lawn_and_Garden,1
same plant,Patio_Lawn_and_Garden,1
actual plant,Patio_Lawn_and_Garden,1
large plant,Patio_Lawn_and_Garden,1
live plant,Patio_Lawn_and_Garden,1
suction cups,Patio_Lawn_and_Garden,1
power washer,Patio_Lawn_and_Garden,1
pressure washer,Patio_Lawn_and_Garden,1
leaf blower,Patio_Lawn_and_Garden,1
front lawn,Patio_Lawn_and_Garden,1
skimmer basket,Patio_Lawn_and_Garden,1
plant pot,Patio_Lawn_and_Garden,1
plant stand,Patio_Lawn_and_Garden,1
halloween costume,Arts_Crafts_and_Sewing,1
dance costume,Arts_Crafts_and_Sewing,1
silhouette cameo,Arts_Crafts_and_Sewing,1
crafts projects,Arts_Crafts_and_Sewing,1
paper crafts,Arts_Crafts_and_Sewing,1
table decorations,Arts_Crafts_and_Sewing,1
christmas ornaments,Arts_Crafts_and_Sewing,1
wedding decorations,Arts_Crafts_and_Sewing,1
halloween cards,Arts_Crafts_and_Sewing,1
hero arts,Arts_Crafts_and_Sewing,1
costume jewelry,Arts_Crafts_and_Sewing,1
crafts store,Arts_Crafts_and_Sewing,1
fairy garden,Arts_Crafts_and_Sewing,0
fun die,Arts_Crafts_and_Sewing,1
sketch pad,Arts_Crafts_and_Sewing,1
sky blue,Arts_Crafts_and_Sewing,1
first quilt,Arts_Crafts_and_Sewing,1
budding artist,Arts_Crafts_and_Sewing,1
little flowers,Arts_Crafts_and_Sewing,1
vintage look,Arts_Crafts_and_Sewing,1
shadow box,Arts_Crafts_and_Sewing,1
whole roll,Arts_Crafts_and_Sewing,1
little rough,Arts_Crafts_and_Sewing,1
house mouse,Arts_Crafts_and_Sewing,1
couple years,Arts_Crafts_and_Sewing,1
key chain,Automotive,1
auto stores,Automotive,1
auto parts stores,Automotive,1
local parts stores,Automotive,1
dealer cost,Automotive,1
dealer price,Automotive,1
new look,Automotive,1
new product,Automotive,1
near future,Automotive,1
new set,Automotive,1
old key,Automotive,1
original key,Automotive,4
car key,Automotive,1
expensive brands,Automotive,1
new hardware,Automotive,1
new parts,Automotive,1
new battery,Automotive,1
business days,Automotive,1
new motor,Automotive,1
new pump,Automotive,1
new vehicle,Automotive,1
previous owner,Automotive,1
different company,Automotive,1
honda dealer,Automotive,1
local dealer,Automotive,1
hot chocolate,Grocery_and_Gourmet_Food,1
hot tea,Grocery_and_Gourmet_Food,1
hot coffee,Grocery_and_Gourmet_Food,1
chocolate lover,Grocery_and_Gourmet_Food,1
hot food,Grocery_and_Gourmet_Food,1
hot cereal,Grocery_and_Gourmet_Food,1
hot sauce,Grocery_and_Gourmet_Food,1
hot peppers,Grocery_and_Gourmet_Food,1
rock candy,Grocery_and_Gourmet_Food,1
yummy candy,Grocery_and_Gourmet_Food,1
gummy candy,Grocery_and_Gourmet_Food,1
hard candy,Grocery_and_Gourmet_Food,1
egg rolls,Grocery_and_Gourmet_Food,1
cup cakes,Grocery_and_Gourmet_Food,1
hot stuff,Grocery_and_Gourmet_Food,1
milk chocolate,Grocery_and_Gourmet_Food,1
double chocolate,Grocery_and_Gourmet_Food,1
hot water,Grocery_and_Gourmet_Food,1
chocolate syrup,Grocery_and_Gourmet_Food,1
little girls,Grocery_and_Gourmet_Food,1
super hot,Grocery_and_Gourmet_Food,1
peanut butter cups,Grocery_and_Gourmet_Food,1
asian market,Grocery_and_Gourmet_Food,1
hot dogs,Grocery_and_Gourmet_Food,1
little honey,Grocery_and_Gourmet_Food,1
name brand,Office_Products,1
fun design,Office_Products,1
cool design,Office_Products,1
unique design,Office_Products,1
poor design,Office_Products,1
simple design,Office_Products,1
sleek design,Office_Products,1
same brand,Office_Products,1
different brand,Office_Products,1
exact fit,Office_Products,2
tight fit,Office_Products,2
original manufacturer,Office_Products,4
original ones,Office_Products,4
full page,Office_Products,1
full set,Office_Products,1
full price,Office_Products,1
complete junk,Office_Products,1
cover design,Office_Products,1
original review,Office_Products,4
last name,Office_Products,1
design flaw,Office_Products,1
full size,Office_Products,1
name badge,Office_Products,1
original box,Office_Products,4
exact same thing,Office_Products,1
door mat,Patio_Lawn_and_Garden,1
floor mat,Patio_Lawn_and_Garden,1
welcome mat,Patio_Lawn_and_Garden,1
bathroom mat,Patio_Lawn_and_Garden,1
bath mat,Patio_Lawn_and_Garden,1
old belt,Patio_Lawn_and_Garden,1
replacement belt,Patio_Lawn_and_Garden,1
drive belt,Patio_Lawn_and_Garden,1
new belt,Patio_Lawn_and_Garden,1
oem belt,Patio_Lawn_and_Garden,1
place mat,Patio_Lawn_and_Garden,1
thin mat,Patio_Lawn_and_Garden,1
rubber mat,Patio_Lawn_and_Garden,1
heat mat,Patio_Lawn_and_Garden,1
mouse pad,Patio_Lawn_and_Garden,1
back door,Patio_Lawn_and_Garden,1
front door,Patio_Lawn_and_Garden,1
garage door,Patio_Lawn_and_Garden,1
patio door,Patio_Lawn_and_Garden,1
glass door,Patio_Lawn_and_Garden,1
belt fit,Patio_Lawn_and_Garden,2
light shines,Patio_Lawn_and_Garden,1
sun shines,Patio_Lawn_and_Garden,1
twist ties,Patio_Lawn_and_Garden,1
next morning,Patio_Lawn_and_Garden,1
birthday party,Arts_Crafts_and_Sewing,1
happy birthday,Arts_Crafts_and_Sewing,1
brother se400,Arts_Crafts_and_Sewing,1
thank u,Arts_Crafts_and_Sewing,1
thanks guys,Arts_Crafts_and_Sewing,1
thanks amazon,Arts_Crafts_and_Sewing,1
cool stuff,Arts_Crafts_and_Sewing,1
super cool,Arts_Crafts_and_Sewing,1
looks cool,Arts_Crafts_and_Sewing,1
first birthday,Arts_Crafts_and_Sewing,1
friends birthday,Arts_Crafts_and_Sewing,1
hello kitty,Arts_Crafts_and_Sewing,1
right place,Arts_Crafts_and_Sewing,1
dear friend,Arts_Crafts_and_Sewing,1
birthday present,Arts_Crafts_and_Sewing,1
birthday gift,Arts_Crafts_and_Sewing,1
cool design,Arts_Crafts_and_Sewing,1
cool item,Arts_Crafts_and_Sewing,1
fine thread,Arts_Crafts_and_Sewing,3
work fine,Arts_Crafts_and_Sewing,3
cool stickers,Arts_Crafts_and_Sewing,1
friend for christmas,Arts_Crafts_and_Sewing,1
first place,Arts_Crafts_and_Sewing,1
exactly what,Arts_Crafts_and_Sewing,1
ok product,Arts_Crafts_and_Sewing,1
super easy,Automotive,1
super simple,Automotive,1
long time,Automotive,1
long term,Automotive,1
long lasting,Automotive,1
super fast,Automotive,1
fit well,Automotive,2
fit as described,Automotive,2
small amount,Automotive,1
quick response,Automotive,1
comfortable ride,Automotive,1
small side,Automotive,1
small issue,Automotive,1
quick delivery,Automotive,1
works well,Automotive,1
highly recommend,Automotive,1
super duty,Automotive,1
small dent,Automotive,1
easy installation,Automotive,1
super product,Automotive,1
small size,Automotive,1
quick ship,Automotive,1
super cheap,Automotive,1
long story,Automotive,1
comfortable helmet,Automotive,1
taste buds,Grocery_and_Gourmet_Food,1
tea leaves,Grocery_and_Gourmet_Food,1
delicious taste,Grocery_and_Gourmet_Food,1
smooth taste,Grocery_and_Gourmet_Food,1
fresh tasting,Grocery_and_Gourmet_Food,1
different taste,Grocery_and_Gourmet_Food,1
subtle taste,Grocery_and_Gourmet_Food,1
mint taste,Grocery_and_Gourmet_Food,1
mild taste,Grocery_and_Gourmet_Food,1
artificial taste,Grocery_and_Gourmet_Food,1
cinnamon taste,Grocery_and_Gourmet_Food,1
unique taste,Grocery_and_Gourmet_Food,1
fantastic taste,Grocery_and_Gourmet_Food,1
chemical taste,Grocery_and_Gourmet_Food,1
distinctive taste,Grocery_and_Gourmet_Food,1
coconut taste,Grocery_and_Gourmet_Food,1
bland taste,Grocery_and_Gourmet_Food,1
delicious snack,Grocery_and_Gourmet_Food,1
delicious tea,Grocery_and_Gourmet_Food,1
breakfast blend,Grocery_and_Gourmet_Food,1
spring water,Grocery_and_Gourmet_Food,1
breakfast cereal,Grocery_and_Gourmet_Food,1
dinner party,Grocery_and_Gourmet_Food,1
red wine,Grocery_and_Gourmet_Food,1
candy bar,Grocery_and_Gourmet_Food,1
christmas cards,Office_Products,1
holiday cards,Office_Products,1
valentine cards,Office_Products,1
gift for christmas,Office_Products,1
xmas gift,Office_Products,1
lovely cards,Office_Products,1
gorgeous cards,Office_Products,1
card holder,Office_Products,1
badge holder,Office_Products,1
christmas tree,Office_Products,1
box of cards,Office_Products,1
stamp pad,Office_Products,1
place cards,Office_Products,1
time cards,Office_Products,1
whole box,Office_Products,1
dollar tree,Office_Products,1
gift tags,Office_Products,1
fun gift,Office_Products,1
credit cards,Office_Products,1
cork board,Office_Products,1
own cards,Office_Products,1
clip board,Office_Products,1
pen holder,Office_Products,1
sign holder,Office_Products,1
card slots,Office_Products,1
easy install,Patio_Lawn_and_Garden,1
easy instructions,Patio_Lawn_and_Garden,1
same as oem,Patio_Lawn_and_Garden,1
super easy,Patio_Lawn_and_Garden,1
long time,Patio_Lawn_and_Garden,1
small space,Patio_Lawn_and_Garden,1
small engines,Patio_Lawn_and_Garden,1
small ones,Patio_Lawn_and_Garden,1
super sturdy,Patio_Lawn_and_Garden,1
super product,Patio_Lawn_and_Garden,1
plenty of space,Patio_Lawn_and_Garden,1
super fast,Patio_Lawn_and_Garden,1
short while,Patio_Lawn_and_Garden,1
small flag,Patio_Lawn_and_Garden,1
long term,Patio_Lawn_and_Garden,1
super thin,Patio_Lawn_and_Garden,1
super comfy,Patio_Lawn_and_Garden,1
plenty of time,Patio_Lawn_and_Garden,1
handy tool,Patio_Lawn_and_Garden,1
highly recommend,Patio_Lawn_and_Garden,1
electric start,Patio_Lawn_and_Garden,1
super cool,Patio_Lawn_and_Garden,1
long handle,Patio_Lawn_and_Garden,1
windy day,Patio_Lawn_and_Garden,1
small box,Patio_Lawn_and_Garden,1
die cut,Arts_Crafts_and_Sewing,1
right hand,Arts_Crafts_and_Sewing,1
brush tip,Arts_Crafts_and_Sewing,1
fine tip,Arts_Crafts_and_Sewing,3
fan brush,Arts_Crafts_and_Sewing,1
single brush,Arts_Crafts_and_Sewing,1
air brush,Arts_Crafts_and_Sewing,1
little scissors,Arts_Crafts_and_Sewing,1
small scissors,Arts_Crafts_and_Sewing,1
pair of scissors,Arts_Crafts_and_Sewing,1
sharp point,Arts_Crafts_and_Sewing,1
cut outs,Arts_Crafts_and_Sewing,1
sharp edge,Arts_Crafts_and_Sewing,1
fussy cutting,Arts_Crafts_and_Sewing,1
glue sticks,Arts_Crafts_and_Sewing,1
clean cut,Arts_Crafts_and_Sewing,1
versatile die,Arts_Crafts_and_Sewing,1
fun die,Arts_Crafts_and_Sewing,1
square needles,Arts_Crafts_and_Sewing,1
circular needle,Arts_Crafts_and_Sewing,1
hand embroidery,Arts_Crafts_and_Sewing,1
pencil sharpener,Arts_Crafts_and_Sewing,1
die set,Arts_Crafts_and_Sewing,1
hand sewing,Arts_Crafts_and_Sewing,1
rotary cutter,Arts_Crafts_and_Sewing,1
fit right,Automotive,2
fit well,Automotive,2
fit like factory,Automotive,2
fit properly,Automotive,2
decent fit,Automotive,2
fit fine,Automotive,3
proper fit,Automotive,2
fit as described,Automotive,2
does not fit,Automotive,2
terrible fit,Automotive,2
poor fit,Automotive,2
didnt fit,Automotive,2
name brand,Automotive,1
only brand,Automotive,1
different brand,Automotive,1
custom fit,Automotive,2
original pump,Automotive,4
original ones,Automotive,4
looks factory,Automotive,1
exact same thing,Automotive,1
factory replacement,Automotive,1
long time,Automotive,1
make sure,Automotive,1
original parts,Automotive,4
cold air,Automotive,1
different flavors,Grocery_and_Gourmet_Food,1
variety of flavors,Grocery_and_Gourmet_Food,1
various flavors,Grocery_and_Gourmet_Food,1
different taste,Grocery_and_Gourmet_Food,1
unique flavors,Grocery_and_Gourmet_Food,1
subtle flavors,Grocery_and_Gourmet_Food,1
delicious flavors,Grocery_and_Gourmet_Food,1
new flavors,Grocery_and_Gourmet_Food,1
artificial flavors,Grocery_and_Gourmet_Food,1
fruit flavors,Grocery_and_Gourmet_Food,1
original flavor,Grocery_and_Gourmet_Food,4
complex flavor,Grocery_and_Gourmet_Food,1
robust flavor,Grocery_and_Gourmet_Food,1
peanut butter flavor,Grocery_and_Gourmet_Food,1
salad dressings,Grocery_and_Gourmet_Food,1
variety of dishes,Grocery_and_Gourmet_Food,1
different texture,Grocery_and_Gourmet_Food,1
pasta dishes,Grocery_and_Gourmet_Food,1
celestial seasonings,Grocery_and_Gourmet_Food,1
different kinds,Grocery_and_Gourmet_Food,1
spicy foods,Grocery_and_Gourmet_Food,1
curry paste,Grocery_and_Gourmet_Food,1
flavored coffees,Grocery_and_Gourmet_Food,1
frozen pizza,Grocery_and_Gourmet_Food,1
full of flavor,Grocery_and_Gourmet_Food,1
ink cartridges,Office_Products,1
black cartridge,Office_Products,4
black ink cartridge,Office_Products,4
black color,Office_Products,1
toner cartridge,Office_Products,4
yellow cartridge,Office_Products,4
color cartridge,Office_Products,4
original hp cartridge,Office_Products,4
original cartridge,Office_Products,4
brother cartridges,Office_Products,1
hp cartridges,Office_Products,1
remanufactured cartridges,Office_Products,1
old cartridge,Office_Products,4
empty cartridge,Office_Products,4
black streaks,Office_Products,1
black pen,Office_Products,1
first cartridge,Office_Products,4
black light,Office_Products,1
black lines,Office_Products,1
black background,Office_Products,1
little girl,Office_Products,1
refill kit,Office_Products,1
black ones,Office_Products,1
pen refills,Office_Products,1
gorgeous cards,Office_Products,1
wind chime,Patio_Lawn_and_Garden,1
little wind,Patio_Lawn_and_Garden,1
strong wind,Patio_Lawn_and_Garden,1
heavy wind,Patio_Lawn_and_Garden,1
gust of wind,Patio_Lawn_and_Garden,1
wind blows,Patio_Lawn_and_Garden,1
solar power,Patio_Lawn_and_Garden,1
power supply,Patio_Lawn_and_Garden,1
wind spinner,Patio_Lawn_and_Garden,1
solar panels,Patio_Lawn_and_Garden,1
wind storm,Patio_Lawn_and_Garden,1
solar cover,Patio_Lawn_and_Garden,1
solar light,Patio_Lawn_and_Garden,1
fuel line,Patio_Lawn_and_Garden,1
wind sock,Patio_Lawn_and_Garden,1
fuel cap,Patio_Lawn_and_Garden,1
spark plug,Patio_Lawn_and_Garden,1
fuel tank,Patio_Lawn_and_Garden,1
enough power,Patio_Lawn_and_Garden,1
much power,Patio_Lawn_and_Garden,1
fuel filter,Patio_Lawn_and_Garden,1
